tdid,score
3bb7e8ef-7dff-4f21-8de2-5c2288053121,58.0492470492
3c8dca62-abca-463e-8d55-c344bfa1a247,58.0492470492
3cd6f6e0-a35d-4941-b029-4fb0d09fd580,58.0492470492
3d6868d6-6c15-459c-b88c-87d3cfba13d0,58.0492470492
3d9d7689-046f-4610-a45f-d816cd3dd9d2,58.0492470492
3ddc7ada-ae8e-4503-bc53-828894a9e87b,58.0492470492
3e0eb77a-2c5d-43fb-9f8e-f9244d510ba4,58.0492470492
3e896d20-c3c1-4fc7-b07d-ec5843864d0d,58.0492470492
3ea1366a-685a-41a2-aa02-fd95a0e0d0c9,58.0492470492
3f02a57f-65fe-4335-8e56-f49bd2b21e4e,58.0492470492
3f597e91-cf94-41db-bac3-1e0b76e77402,58.0492470492
3f71adf6-d9d0-492e-a3af-ce72b2519ce2,58.0492470492
3f88016d-aee5-4df5-b20e-24e75d92782c,58.0492470492
408df9ba-3352-410c-9449-9a354fdc24ab,58.0492470492
40d1ae6d-50b6-4701-bc42-d7da6daba727,58.0492470492
40fd136c-b3a3-4575-8298-f30b0029df1d,58.0492470492
417411c8-078f-4c26-b753-d02d822aff27,58.0492470492
41aabe88-0b96-445a-a970-2396d01fc674,58.0492470492
42df0acc-0f3c-4972-9b3c-5ba9a84495b3,58.0492470492
439ad780-3e61-483f-96c3-256b6b37594e,58.0492470492
4460de91-dc0f-47db-a5d7-c2ec2598958b,58.0492470492
452c8ada-5528-4e37-a275-99d31b0ef6b0,58.0492470492
456294d6-a37a-4896-99d7-3c0dff93ad5f,58.0492470492
45744679-6a7e-428c-8a00-5686cc215311,58.0492470492
45c6c39b-14fd-4a93-8df6-28251aefc47c,58.0492470492
46864df9-0d06-4d31-a227-a09536dfb24d,58.0492470492
46cc4cbc-3c73-4c8e-84da-ef0832f55153,58.0492470492
46d31589-14f8-40af-ad1d-34c4aeed6b0e,58.0492470492
470aedff-67a8-499d-95a1-bd70858b5e4e,58.0492470492
47989edd-a9d6-4faa-8cca-bb2d66f48672,58.0492470492
48018c86-4275-46a7-8372-a4611b1212f2,58.0492470492
48289b67-9d7f-42c1-acad-634e2e3ee92a,58.0492470492
4859d046-33c6-45f8-b00a-c8b09aa13fa8,58.0492470492
49190861-87da-45b0-90a2-1c017fbc724c,58.0492470492
49a4e8e2-b882-40ed-a76f-b8f74194a5af,58.0492470492
49e19709-fb6e-4521-9b65-0631faa7c97c,58.0492470492
4a14d8c6-a3fa-4021-8d0c-db7910479c57,58.0492470492
4a55ee53-ea20-48bb-8751-d73ba1277952,58.0492470492
4a5a2df4-7288-4841-9c19-e9f864d65225,58.0492470492
4a6384b7-25c9-45fe-bcb5-9b1119b242a8,58.0492470492
4ab64049-336e-4ee2-8105-5888a8114695,58.0492470492
4af7d4c2-a408-496f-afe5-bc957b3b489e,58.0492470492
4b7fe161-f311-4dd4-a627-40afdfc5eff7,58.0492470492
4bc51885-cfda-4de8-b08e-96a5e19dc0ce,58.0492470492
4bd949ea-957d-485f-b39b-0ba6d361d521,58.0492470492
4c13e254-6aa8-4ce8-ad60-a64e37bab870,58.0492470492
4c307b27-dbc8-431c-8a60-bc94a8089c7a,58.0492470492
4c365062-14a6-449d-8341-a95ddf7ffcd0,58.0492470492
4c673ab5-0246-4fcb-9904-a84b9425aa54,58.0492470492
4ca9a353-5d5d-49cb-8e30-3841798f5214,58.0492470492
4cbe91c4-c105-4643-97f5-1d4386950ac2,58.0492470492
4cf1d711-0063-4873-becb-38c31df62b78,58.0492470492
4cfd092b-bf9f-4555-87db-4a62786b5638,58.0492470492
4d113ca4-8c7c-420d-ac4a-987ca93c5699,58.0492470492
4d7bf110-bade-4545-a2e7-b06cbfc21a20,58.0492470492
4df89f53-d595-487e-b5ab-9065bd59c0bd,58.0492470492
4e0be94a-b950-43a0-9aae-c1170a3bd2eb,58.0492470492
4e0d14ca-bbd7-4e43-b417-5d6ed01dec6d,58.0492470492
4e391cc5-cd4a-4808-9583-ea95882098d6,58.0492470492
4ebdce66-52cc-4b20-b1b7-49c94f633dac,58.0492470492
4f622029-e2a3-4729-8d26-065e6bd01089,58.0492470492
4f753fad-cd3d-40a6-944d-c3633b53895a,58.0492470492
4f7ebdaa-64c3-4b5e-8ff6-64b1bb854609,58.0492470492
4fbfc56a-9b19-4a12-8630-b3a0a7647514,58.0492470492
50768c66-f90c-4f1f-8532-b71cf03940d5,58.0492470492
50a43eb7-a5c4-4e84-9b1a-766bbf7efd6b,58.0492470492
50b643dd-55ca-404b-93c7-11d55b4c0ccc,58.0492470492
51e64712-38fb-437d-8ebc-1612b1ad08e2,58.0492470492
527c3581-28ee-4aea-b429-fa82075c5283,58.0492470492
5294c8d5-c6c8-401b-a0c1-3fe406775238,58.0492470492
52fa91f3-74dd-45c1-acb1-bc2423426b51,58.0492470492
52fc2ca3-40e4-4667-99f8-ebbff984eb69,58.0492470492
53177aac-4451-462b-9d15-c8531fd2a9b3,58.0492470492
5329a760-a598-4587-8a99-06ac4d047797,58.0492470492
53566a6e-ec1f-4764-b81d-cdbf223b7f12,58.0492470492
53a189e0-de6c-4e8f-a997-9d2256745e7d,58.0492470492
53d0ba5a-5a47-4e24-8986-28d0208d526f,58.0492470492
53d257c8-90ec-400a-b3f9-d8cfdf2a1c86,58.0492470492
54aae517-6af7-4a63-bddb-364cc93dc68e,58.0492470492
54c88bde-8792-4a82-9400-da25db0e4dfc,58.0492470492
552646b8-855a-4f7f-b6ff-48f07bc2841e,58.0492470492
553de42f-38ef-40b2-898a-f5e7a25b923f,58.0492470492
5559e016-c983-4c95-8463-9dede7ef7ebe,58.0492470492
558935fc-c81e-41ea-943f-ade19dc8e465,58.0492470492
55eddd48-8b27-41d8-8585-37a0b7c48097,58.0492470492
5601239e-b12a-4384-a76c-569a49ffc126,58.0492470492
572257ec-cd3f-4455-b9b3-138337f5c505,58.0492470492
5737f51c-dbbf-4c39-abb1-3a6b1547a7de,58.0492470492
577c46cd-b922-4461-9bd6-d7172ae5cd57,58.0492470492
577dd6dd-51b5-4bce-a0d3-6d106cf0ea73,58.0492470492
57ff7610-f524-4513-b0b2-3563b67c9575,58.0492470492
5846f1e2-5d17-458f-85f6-49395661c445,58.0492470492
58ebf655-0bff-4a9b-bee3-6fecd0e0bb28,58.0492470492
591870e4-a4e1-4006-a8dd-d57d24dd466e,58.0492470492
5925873b-fcc4-454b-815e-955771fea5d8,58.0492470492
5971f856-6c9d-4a79-a47b-cfe64a55bece,58.0492470492
59a8a832-b72f-445e-935b-27b37b8e8379,58.0492470492
5a01f147-a4fc-446f-8d4f-902d627c164e,58.0492470492
5a0db343-5898-4f52-8dc3-c63abd2a0799,58.0492470492
5a25d80f-8bd4-419c-bfef-89abcbe42478,58.0492470492
5abb223f-fb26-4b9f-8104-ee1b2fb5d76d,58.0492470492
5ac26c37-2110-4e69-bc16-75eb403a4062,58.0492470492
5b934d35-870b-4925-8a1f-2e62babf8aef,58.0492470492
5bbb6dc2-694f-46e0-b3c7-f26677cd5d2d,58.0492470492
5bd92c63-7690-4e39-91bc-c5bfbc84ac58,58.0492470492
5beec272-00d6-4c37-9652-107121cd4875,58.0492470492
5c4f6844-d24c-46c5-9bf3-2cc5af4742e4,58.0492470492
5c9b6da1-c7c0-406d-b807-c62aa1351822,58.0492470492
5cc9cd3b-438b-438c-b788-e6181f5cadd8,58.0492470492
5cff785c-1e37-43ed-a094-f7bab4883e78,58.0492470492
5d6d5338-cbe3-4a39-b884-b7be099d5880,58.0492470492
5d96d866-4e73-49c7-9076-6d5b1b78f862,58.0492470492
5e8049ff-e37c-4610-bbc2-731d6ae219cf,58.0492470492
5ea3a32d-c01b-4712-a644-99ad8493b4fd,58.0492470492
5ed1042a-af25-4a1b-b793-8cf785c24cba,58.0492470492
5ee5ef54-737e-425b-b3cc-ad6409e74810,58.0492470492
5f397c22-33a5-4d73-900d-5354cc1701cc,58.0492470492
5f928a0e-6efa-4dfd-b3c8-8335756c4916,58.0492470492
6009ca2a-bb5e-4d50-a7f9-51010d271795,58.0492470492
6016305d-b313-4720-9050-0c754ebd086a,58.0492470492
60411a1f-f458-4913-abce-f266000df590,58.0492470492
60b5ebd7-7de2-4391-a237-3b33d02f7289,58.0492470492
60b6a8fa-5bc7-4901-bd1b-352326c72a95,58.0492470492
612ad8f9-8718-4df7-9438-b14b1962a13a,58.0492470492
61535e55-835c-4618-8d4b-f6553adbd0cd,58.0492470492
6177d0ec-405a-4467-a47a-db8351858f85,58.0492470492
61fe2d3c-cec4-4eaf-8f6b-fe3bd084b663,58.0492470492
621774c1-cdc7-4ed8-87ef-57757a5d1d9b,58.0492470492
6259ee65-326b-4803-90ad-4d55d790842f,58.0492470492
627a5b19-0c3f-40b8-84bd-6d593709b9e4,58.0492470492
62b38ac3-f61a-4e4b-99eb-98bfbee3e03b,58.0492470492
62f9f35e-fe9c-4d1a-ac8c-d62e8d63d179,58.0492470492
634a95bc-88d5-49dd-a9b7-c20b74750d6a,58.0492470492
6352f870-d50b-43d6-af10-d3c1995cf266,58.0492470492
635e7397-9796-479f-9eab-18e7dc7620af,58.0492470492
63e15181-dd7b-43e4-bcd4-badfcf0b2a66,58.0492470492
63fba4d1-ae74-47b4-86d3-e26081ffe093,58.0492470492
64023232-a0e4-46fc-9120-09467bcb20c2,58.0492470492
641e59f2-3e0d-4e6a-b18b-b0e19a7c87ac,58.0492470492
64373a8d-1fe5-4856-a925-ac9a78d6d965,58.0492470492
645b64c5-b243-452e-a4b6-2b9d938423b7,58.0492470492
64717937-d3d8-49fa-b332-979739aeec7c,58.0492470492
64d12b39-eea4-4626-bfb3-d71c9cb6861e,58.0492470492
64f2adbe-cf99-40c3-b10f-4485b94073ee,58.0492470492
64fb8991-ef6e-4090-8b62-5869cdfe4090,58.0492470492
652d7930-e450-4af4-ac60-b27aacd6d617,58.0492470492
65d4d29d-1fc8-41f1-91c1-915290f08f67,58.0492470492
65ed55df-e58c-48b2-95d1-2bcfbcf16c27,58.0492470492
6604813c-8ee7-4223-807f-96625e2eb089,58.0492470492
66292506-59a2-455b-9c34-7a4a9c946fa6,58.0492470492
6663e7e6-d0e2-4cd3-a22d-6a416e372c13,58.0492470492
6685f78d-ee74-4b72-8969-2d8bbd43423d,58.0492470492
668ff4b7-b840-4915-b09a-4bf35ed92b7f,58.0492470492
66a9e009-6e13-4f81-b625-68f8e274a1e2,58.0492470492
66e90202-4ea4-4cce-bb30-acd70fbefe36,58.0492470492
66ec2e15-5603-4285-913e-b9616cd077d6,58.0492470492
66fbff49-ee4b-4116-9beb-d9eb96d29769,58.0492470492
6720f489-d41b-4e28-9d3d-276dcaa25f74,58.0492470492
6726e085-fb93-4e86-9c88-a53e53d46e96,58.0492470492
675f5628-b07e-4196-a9a6-193334ab4cb8,58.0492470492
682fac17-4d84-4c83-b721-2ad371b11b38,58.0492470492
686e7b22-194a-43c1-b647-52943ca68b35,58.0492470492
68aebe0d-7af3-4c47-a5af-c8b8b1e87814,58.0492470492
68cec68c-30db-41c8-887d-26dea814f3d5,58.0492470492
68d34a2e-fcb1-4e31-b12a-392144c55f00,58.0492470492
692a629e-b0b7-4d49-9464-fe22cce4954f,58.0492470492
698169a7-9cd2-4798-bdcc-ad276d57dc4e,58.0492470492
69c46ddd-a6e1-4d85-9970-d592c5a8aafe,58.0492470492
6b0f06ec-5d76-4a79-b9db-85460c107cd7,58.0492470492
6b2a79bb-d2fa-4343-a288-4ef79f8fc9b0,58.0492470492
6b46a8d7-8678-44b4-99a0-af200138a45c,58.0492470492
6b9b724a-8b7b-4f63-bdc9-61b73c2dae21,58.0492470492
6c33d231-8dd6-46db-93f4-27fbedd71bad,58.0492470492
6c7cb34a-30d3-44ab-9e88-e923afa03176,58.0492470492
6ca4692f-3869-4f11-8c63-830fcafb74b0,58.0492470492
6cba4695-287f-4281-b73f-07534f8e4b9c,58.0492470492
6cdd854a-66a6-4545-8aa0-2442f1da0124,58.0492470492
6d37c53e-c782-4ee7-95aa-6e37895f78af,58.0492470492
6db309fd-f1f5-4e7c-afd8-49f077bb78e1,58.0492470492
6e41656f-bae1-4ea5-a4f1-bd2fc66612f1,58.0492470492
6e7e1076-1379-4adf-90ff-8e5d37ded261,58.0492470492
6e7f6af0-d99d-41b7-b99b-91baf305dd0c,58.0492470492
6e931eb0-c787-4a2c-b566-6e5f11015d67,58.0492470492
6f0cdab7-ff10-4b91-ab78-7289ab13e093,58.0492470492
6f5fdf9d-2513-4902-8156-35f057013b10,58.0492470492
70e536a0-7293-4fb2-974b-e039e1497f1c,58.0492470492
7104e8c1-01f6-4e4f-a007-8efe8123544a,58.0492470492
716794b9-fd06-427a-9497-f90d2c8243e8,58.0492470492
